Disease,Patient_Count,Severity_Score,PPEkits,Beds,Doctors,Ventilator,Oxygen Cylinder
Severe_Trauma,87,3,198,78,18,0,51
Sepsis,83,1,30,5,3,1,24
Sepsis,446,2,62,74,10,0,56
Sepsis,348,3,234,123,18,9,18
Heart_Failure,397,2,106,42,18,2,50
Severe_Trauma,190,1,29,11,8,2,6
Stroke,137,2,162,12,6,2,48
Covid,481,4,208,136,16,8,44
Pneumonia,200,3,138,66,21,0,81
Covid,355,2,72,26,6,6,40
Heart_Failure,462,1,13,16,1,3,10
Stroke,214,1,54,16,6,3,6
Covid,172,4,140,60,36,0,28
Severe_Trauma,337,3,99,81,15,6,78
Severe_Trauma,292,3,165,96,6,9,69
Heart_Failure,238,3,66,60,15,9,81
Severe_Trauma,84,3,48,15,6,0,69
Pneumonia,197,2,114,12,12,8,30
Sepsis,140,1,12,32,3,3,17
Severe_Trauma,479,4,256,24,4,16,52
Severe_Trauma,395,3,102,147,24,6,72
Pneumonia,111,3,129,132,18,12,36
Covid,197,1,54,12,9,0,5
Severe_Trauma,260,4,80,44,36,4,40
Pneumonia,284,3,105,27,9,9,78
Covid,116,2,90,40,8,8,26
Severe_Trauma,352,4,324,148,16,8,100
Stroke,210,4,316,92,4,8,40
Sepsis,332,1,10,37,2,0,24
Severe_Trauma,473,3,135,117,24,12,18
Heart_Failure,187,1,67,12,5,3,26
Sepsis,290,1,40,30,8,0,29
Severe_Trauma,214,2,70,42,2,8,12
Sepsis,337,3,171,21,18,3,18
Heart_Failure,341,1,73,32,2,3,14
Sepsis,237,4,304,176,20,8,76
Covid,269,1,51,16,4,1,16
Covid,460,2,96,62,6,8,36
Sepsis,292,2,112,46,16,2,26
Pneumonia,81,2,96,10,10,4,50
Severe_Trauma,94,1,86,24,1,1,19
Heart_Failure,481,1,26,31,3,3,13
Sepsis,161,4,292,28,16,4,84
Heart_Failure,288,1,54,47,7,3,23
Stroke,204,1,13,28,5,1,24
Sepsis,328,2,174,78,2,6,44
Sepsis,327,3,258,90,3,0,69
Stroke,184,3,123,108,12,3,24
Heart_Failure,433,1,58,35,8,0,17
Covid,390,1,17,47,5,0,21
Pneumonia,69,2,72,66,18,8,34
Severe_Trauma,373,3,192,117,12,12,21
Covid,140,4,316,76,32,0,68
Pneumonia,103,3,129,18,27,3,42
Severe_Trauma,242,3,219,51,3,0,36
Heart_Failure,247,1,53,27,8,1,14
Stroke,170,1,31,8,4,2,23
Covid,104,2,26,70,10,4,32
Severe_Trauma,61,4,100,104,4,0,96
Heart_Failure,74,4,88,108,8,8,92
Pneumonia,171,1,35,32,2,4,6
Sepsis,488,2,148,26,10,8,14
Pneumonia,79,1,44,40,4,0,23
Pneumonia,455,1,75,45,2,2,26
Sepsis,450,1,36,39,5,4,13
Stroke,482,3,297,117,6,0,63
Severe_Trauma,481,4,184,36,8,4,20
Stroke,222,2,46,14,16,6,14
Severe_Trauma,208,2,20,10,14,8,18
Stroke,311,1,46,9,6,4,26
Covid,386,2,58,88,18,0,10
Pneumonia,231,2,120,70,16,2,38
Covid,329,1,33,17,5,0,25
Severe_Trauma,313,3,96,117,15,9,45
Severe_Trauma,193,1,29,43,5,4,9
Sepsis,369,3,240,126,15,9,33
Covid,255,3,57,123,15,12,54
Covid,290,3,99,54,21,6,42
Covid,426,3,162,69,15,9,87
Covid,322,3,210,33,15,12,33
Stroke,62,4,204,56,8,12,72
Heart_Failure,462,1,38,41,5,0,8
Heart_Failure,90,2,166,96,10,4,40
Heart_Failure,386,4,276,192,8,12,44
Pneumonia,376,2,32,94,18,4,22
Stroke,335,4,128,52,4,4,96
Covid,407,4,304,116,28,8,60
Stroke,228,3,126,126,9,6,18
Covid,293,2,162,90,4,4,58
Pneumonia,292,3,276,108,24,0,57
Pneumonia,86,3,84,30,3,3,42
Covid,402,2,144,16,16,4,52
Severe_Trauma,206,3,57,48,21,12,39
Covid,405,2,48,36,8,2,46
Stroke,427,1,68,25,5,1,13
Pneumonia,440,4,364,36,20,8,68
Stroke,479,4,260,140,32,12,36
Stroke,227,3,144,51,27,0,69
Sepsis,419,1,53,6,7,3,15
Sepsis,290,1,25,31,9,0,6
Sepsis,421,3,234,102,3,12,75
Severe_Trauma,232,4,308,172,16,4,116
Severe_Trauma,245,1,52,48,9,1,23
Severe_Trauma,334,2,118,40,6,6,18
Stroke,202,4,100,120,32,8,60
Pneumonia,442,4,68,32,12,12,80
Stroke,225,4,356,188,4,4,76
Pneumonia,240,1,63,9,9,3,11
Stroke,86,1,59,38,5,0,20
Pneumonia,163,4,136,148,12,0,100
Pneumonia,452,4,340,96,8,0,108
Sepsis,254,3,225,126,27,0,51
Pneumonia,214,4,192,100,20,0,36
Pneumonia,56,2,130,98,2,6,16
Covid,494,4,280,136,32,0,72
Stroke,165,1,89,21,7,2,27
Heart_Failure,249,4,72,56,8,4,64
Covid,470,4,368,44,12,4,24
Pneumonia,99,1,78,20,5,0,18
Covid,250,1,38,6,4,4,29
Severe_Trauma,485,2,140,58,12,0,10
Stroke,219,2,190,62,4,8,32
Severe_Trauma,147,3,132,69,12,0,42
Heart_Failure,150,2,134,18,4,0,30
Sepsis,213,1,60,28,1,1,18
Stroke,74,2,172,14,12,8,52
Heart_Failure,130,1,79,45,1,2,8
Sepsis,110,3,126,90,12,6,39
Heart_Failure,88,4,220,96,8,4,68
Severe_Trauma,354,4,164,184,16,0,100
Stroke,277,1,10,21,7,4,16
Heart_Failure,172,2,148,52,12,8,44
Covid,353,4,124,160,24,0,84
Heart_Failure,476,3,129,18,24,6,75
Stroke,264,4,364,156,4,8,44
Stroke,366,1,20,34,7,4,21
Pneumonia,237,1,12,48,6,3,7
Covid,52,1,41,27,9,2,23
Severe_Trauma,442,2,84,36,8,2,24
Severe_Trauma,214,3,225,60,15,0,87
Pneumonia,361,2,88,42,14,6,22
Sepsis,282,4,144,88,20,16,104
Pneumonia,489,4,336,188,28,0,36
Heart_Failure,359,2,188,48,4,6,14
Heart_Failure,179,4,320,128,4,12,48
Stroke,130,3,210,120,18,9,18
Sepsis,145,1,11,40,1,2,12
Covid,416,4,268,104,32,8,88
Heart_Failure,470,2,74,42,12,0,56
Covid,400,1,36,5,6,0,10
Severe_Trauma,328,1,45,39,9,1,12
Pneumonia,168,1,51,12,6,2,17
Heart_Failure,439,4,380,112,28,0,40
Sepsis,205,1,12,18,1,0,25
Severe_Trauma,485,4,72,172,8,12,76
Sepsis,290,2,76,58,16,8,54
Covid,471,2,182,34,4,4,46
Severe_Trauma,471,1,16,21,8,3,6
Sepsis,430,3,177,66,6,3,45
Covid,459,4,252,180,20,16,56
Severe_Trauma,340,2,172,88,4,6,10
Covid,94,3,33,33,3,0,30
Covid,479,4,284,64,32,12,88
Stroke,306,1,13,18,2,3,13
Sepsis,157,4,288,52,4,0,44
Severe_Trauma,337,1,65,40,9,2,12
Stroke,225,4,352,52,28,16,44
Sepsis,90,4,156,52,16,12,92
Covid,231,2,154,80,16,8,54
Sepsis,184,2,184,34,16,8,50
Severe_Trauma,211,2,92,36,2,8,26
Severe_Trauma,117,1,21,30,4,0,8
Stroke,151,1,59,34,1,4,8
Pneumonia,63,3,150,120,15,0,60
Pneumonia,212,3,219,48,12,6,36
Severe_Trauma,267,4,332,92,20,12,20
Covid,308,3,153,69,9,12,48
Sepsis,345,3,93,126,9,6,39
Heart_Failure,143,3,225,84,24,9,30
Sepsis,90,3,183,48,24,6,54
Heart_Failure,388,4,284,88,36,4,40
Covid,137,4,76,28,8,4,72
Pneumonia,172,2,28,82,18,8,40
Stroke,219,3,285,81,15,0,60
Sepsis,134,3,60,126,18,9,84
Pneumonia,79,4,172,168,12,4,64
Heart_Failure,140,3,171,99,24,6,66
Heart_Failure,149,4,48,112,28,4,84
Heart_Failure,437,4,112,168,4,8,100
Covid,130,4,80,152,32,16,60
Severe_Trauma,257,4,112,156,16,16,24
Severe_Trauma,454,3,150,81,3,6,87
Covid,362,1,45,8,7,3,10
Severe_Trauma,141,2,34,62,16,8,54
Stroke,402,2,20,92,4,6,26
Covid,379,2,120,98,14,8,22
Covid,363,4,388,136,16,12,60
Severe_Trauma,330,2,26,86,16,4,50
Covid,321,2,160,56,10,4,22
Covid,448,4,68,116,16,4,24
Sepsis,298,2,72,44,14,4,42
Covid,253,4,100,100,32,4,96
Heart_Failure,187,2,26,48,2,4,36
Heart_Failure,297,3,78,36,9,6,51
Severe_Trauma,240,2,96,26,8,6,40
Severe_Trauma,71,1,64,11,3,4,21
Stroke,88,4,312,36,28,8,96
Covid,154,1,48,46,4,3,29
Pneumonia,451,3,246,84,27,3,24
Covid,343,4,236,192,12,4,52
Pneumonia,493,2,66,52,18,2,26
Sepsis,127,2,58,90,6,8,56
Pneumonia,318,3,234,60,15,0,72
Sepsis,301,3,69,96,12,12,69
Severe_Trauma,117,2,154,78,14,6,56
Pneumonia,416,1,86,42,5,2,20
Sepsis,479,4,300,184,24,12,20
Pneumonia,128,4,124,36,4,0,60
Covid,321,2,178,98,14,6,46
Pneumonia,406,2,156,44,12,8,26
Pneumonia,421,1,83,14,9,2,20
Severe_Trauma,57,3,276,120,3,9,84
Covid,234,3,261,81,15,0,54
Severe_Trauma,183,3,210,123,15,12,57
Covid,187,2,168,84,12,6,30
Sepsis,481,1,71,31,6,1,16
Covid,98,2,82,16,18,4,20
Sepsis,96,1,74,32,6,2,11
Pneumonia,425,4,320,136,16,12,104
Stroke,168,2,160,54,4,6,36
Severe_Trauma,217,4,232,96,36,8,84
Pneumonia,274,1,44,48,2,0,22
Pneumonia,375,1,38,45,9,0,25
Stroke,496,1,96,23,5,4,7
Pneumonia,66,3,234,15,6,12,66
Sepsis,234,1,26,42,8,4,12
Heart_Failure,489,4,300,60,24,16,88
Heart_Failure,300,2,60,44,10,6,10
Heart_Failure,418,3,258,21,9,3,42
Severe_Trauma,419,2,128,68,18,4,58
Heart_Failure,152,2,186,52,6,0,46
Heart_Failure,272,1,40,26,3,1,17
Pneumonia,298,3,57,66,27,0,60
Pneumonia,322,3,141,114,9,3,66
Stroke,451,2,176,82,10,0,16
Covid,371,4,364,196,20,16,96
Covid,377,1,41,47,5,0,18
Sepsis,343,3,231,33,15,3,18
Covid,127,2,98,48,14,6,14
Heart_Failure,450,4,120,156,8,0,92
Pneumonia,273,1,24,35,8,1,29
Severe_Trauma,204,1,47,29,7,3,15
Pneumonia,200,1,54,40,2,2,26
Sepsis,453,2,60,74,14,0,34
Sepsis,54,3,54,114,9,6,57
Covid,184,1,81,39,7,1,20
Sepsis,237,3,267,60,24,12,48
Severe_Trauma,420,2,114,10,6,8,28
Stroke,466,1,67,34,2,0,28
Severe_Trauma,472,1,13,9,3,2,5
Sepsis,300,1,12,21,2,2,15
Stroke,105,3,132,96,9,0,33
Heart_Failure,333,1,78,32,6,1,16
Pneumonia,397,1,18,18,2,1,26
Pneumonia,111,4,136,188,8,4,92
Stroke,306,1,63,19,2,3,8
Covid,277,3,45,96,21,12,15
Sepsis,455,1,95,37,6,3,18
Stroke,73,2,180,92,18,4,14
Severe_Trauma,345,1,65,8,7,3,24
Stroke,161,3,195,144,15,12,78
Sepsis,408,2,110,84,14,2,54
Pneumonia,286,2,50,54,16,2,38
Sepsis,335,3,183,135,18,3,66
Pneumonia,386,2,36,62,18,8,34
Stroke,374,4,144,172,4,12,56
Pneumonia,190,4,44,92,24,4,68
Sepsis,458,4,168,124,32,0,112
Stroke,105,3,267,27,21,3,15
Covid,200,2,82,26,4,8,46
Heart_Failure,239,1,35,8,8,4,7
Covid,137,1,53,17,6,4,5
Pneumonia,439,4,48,160,32,12,68
Stroke,188,1,76,11,1,3,20
Stroke,219,3,30,78,6,9,30
Pneumonia,255,4,264,48,32,4,108
Severe_Trauma,212,1,46,34,1,2,9
Severe_Trauma,174,2,30,64,2,0,52
Pneumonia,196,2,122,92,6,6,40
Covid,98,3,213,135,15,3,33
Stroke,378,3,216,120,6,6,21
Stroke,135,1,24,37,3,4,28
Covid,301,1,38,16,1,3,6
Pneumonia,147,3,108,105,12,3,27
Stroke,125,2,70,70,2,8,42
Heart_Failure,216,3,156,126,24,12,84
Stroke,347,2,194,66,14,4,54
Pneumonia,455,1,18,45,4,2,22
Heart_Failure,214,1,13,28,3,0,16
Severe_Trauma,243,2,162,74,16,2,12
Heart_Failure,476,1,91,11,4,2,27
Stroke,173,4,164,108,20,4,32
Severe_Trauma,482,2,96,30,4,6,48
Pneumonia,463,4,144,188,8,4,48
Pneumonia,195,1,17,32,1,4,20
Covid,350,2,108,12,12,8,14
Severe_Trauma,384,2,156,72,8,8,16
Sepsis,151,2,164,66,14,0,20
Heart_Failure,494,2,182,64,18,4,14
Sepsis,265,4,260,52,16,4,76
Stroke,432,2,100,18,14,8,12
Severe_Trauma,308,2,48,62,12,0,54
Heart_Failure,184,1,11,49,7,0,9
Covid,162,4,372,136,12,8,72
Sepsis,427,4,140,92,24,16,32
Heart_Failure,311,2,20,84,10,0,34
Stroke,385,3,33,30,24,9,24
Stroke,55,3,90,18,18,3,18
Covid,148,4,84,188,8,12,84
Pneumonia,419,3,186,147,27,6,24
Sepsis,271,4,168,196,16,16,24
Sepsis,303,1,16,24,6,1,24
Severe_Trauma,120,4,200,156,36,8,28
Heart_Failure,222,1,56,27,4,1,24
Sepsis,358,1,11,12,4,3,21
Pneumonia,145,3,90,81,27,0,51
Sepsis,222,4,44,36,12,12,56
Severe_Trauma,457,1,21,28,3,0,20
Severe_Trauma,365,1,14,13,1,4,8
Severe_Trauma,330,4,128,24,24,0,112
Sepsis,196,2,38,96,10,6,52
Pneumonia,62,3,270,24,3,9,48
Stroke,143,4,344,60,12,12,96
Stroke,101,3,45,54,9,3,39
Heart_Failure,406,1,44,13,9,4,15
Severe_Trauma,281,3,81,108,18,6,60
Severe_Trauma,217,4,180,184,28,16,24
Heart_Failure,317,1,97,11,9,1,9
Covid,272,4,384,80,8,16,40
Severe_Trauma,200,1,36,35,1,4,21
Stroke,360,2,58,22,2,2,56
Stroke,210,3,246,105,18,0,18
Pneumonia,417,2,80,60,8,2,16
Pneumonia,421,4,148,40,12,12,52
Stroke,107,2,60,80,10,4,16
Pneumonia,107,1,52,8,3,4,15
Stroke,78,3,36,93,12,12,51
Heart_Failure,412,4,64,164,8,16,68
Stroke,218,4,60,40,8,8,28
Sepsis,202,2,122,66,14,2,34
Covid,287,3,90,57,6,6,24
Severe_Trauma,474,2,32,82,2,4,52
Sepsis,249,2,186,96,4,6,44
Sepsis,475,2,156,62,4,0,18
Heart_Failure,61,1,51,22,7,0,14
Sepsis,319,1,90,20,5,2,21
Severe_Trauma,421,1,92,28,7,2,7
Stroke,224,4,52,136,12,4,52
Sepsis,359,3,258,66,24,0,15
Stroke,483,2,64,22,6,4,58
Heart_Failure,436,2,158,96,8,6,20
Heart_Failure,272,1,77,39,3,2,23
Stroke,151,1,71,44,6,1,27
Heart_Failure,281,3,213,60,9,9,60
Covid,121,1,28,33,8,4,13
Severe_Trauma,135,4,168,52,24,0,20
Covid,160,4,364,28,8,12,24
Pneumonia,341,3,174,27,9,3,63
Pneumonia,437,2,46,74,16,6,12
Covid,384,3,33,111,24,9,54
Severe_Trauma,108,3,228,21,24,0,84
Stroke,204,3,228,78,3,3,42
Severe_Trauma,220,2,146,72,4,8,48
Heart_Failure,195,4,124,116,36,0,36
Covid,209,2,56,56,4,4,40
Severe_Trauma,117,4,340,92,28,12,88
Severe_Trauma,452,2,110,84,16,8,50
Covid,182,4,184,144,36,0,88
Sepsis,106,4,68,152,20,4,20
Sepsis,263,4,376,108,8,0,48
Heart_Failure,436,3,87,75,27,9,84
Sepsis,360,2,82,68,4,4,12
Stroke,486,3,159,111,21,12,75
Covid,359,1,26,16,9,0,27
Pneumonia,167,1,42,40,1,4,6
Heart_Failure,111,1,55,17,1,0,6
Sepsis,364,3,285,108,9,3,39
Pneumonia,181,3,105,123,21,0,39
Heart_Failure,399,1,55,48,1,4,17
Severe_Trauma,132,4,388,68,12,4,52
Stroke,295,1,67,49,7,3,29
Stroke,204,1,81,44,8,2,10
Pneumonia,72,3,216,66,9,6,48
Severe_Trauma,426,4,92,96,12,8,84
Covid,190,3,186,114,3,12,33
Heart_Failure,358,4,188,164,32,16,96
Covid,147,1,95,47,6,1,9
Stroke,63,4,396,76,16,0,64
Covid,306,1,89,20,7,3,11
Pneumonia,180,2,154,88,18,8,30
Stroke,242,1,95,48,7,0,5
Pneumonia,253,3,174,144,21,6,39
Severe_Trauma,244,3,234,147,24,12,30
Severe_Trauma,223,3,189,48,6,3,24
Severe_Trauma,58,1,54,49,6,2,8
Heart_Failure,317,1,65,34,1,1,14
Stroke,197,1,48,44,2,4,11
Pneumonia,53,2,50,58,4,2,52
Pneumonia,73,3,270,27,15,3,69
Sepsis,269,1,31,20,9,2,21
Covid,109,3,216,87,15,12,51
Heart_Failure,294,1,91,44,4,0,27
Pneumonia,128,1,31,6,5,3,18
Heart_Failure,134,4,352,104,12,8,80
Severe_Trauma,345,4,244,100,12,12,60
Heart_Failure,256,1,88,15,5,2,6
Sepsis,208,2,26,94,10,8,14
Sepsis,94,3,93,72,27,6,66
Pneumonia,278,1,76,25,2,4,27
Severe_Trauma,323,2,84,14,4,4,56
Heart_Failure,258,1,71,38,1,4,16
Sepsis,465,4,296,76,32,12,72
Sepsis,486,3,291,123,18,0,66
Pneumonia,272,3,282,69,15,3,63
Pneumonia,467,4,160,148,16,4,64
Severe_Trauma,203,4,368,20,20,0,36
Pneumonia,410,4,48,60,24,8,92
Covid,224,1,45,27,1,1,24
Sepsis,162,3,267,18,15,9,18
Pneumonia,57,3,228,27,15,0,78
Heart_Failure,392,3,48,99,24,6,57
Covid,280,2,158,14,14,6,20
Pneumonia,344,1,94,20,6,0,27
Severe_Trauma,158,3,153,144,3,3,63
Sepsis,169,2,70,80,4,8,36
Sepsis,195,3,234,51,3,0,57
Stroke,466,3,123,54,21,9,51
Pneumonia,436,2,166,48,8,8,22
Pneumonia,127,4,108,116,8,4,28
Severe_Trauma,495,2,120,14,12,6,50
Pneumonia,311,3,144,123,15,12,75
Stroke,349,4,360,176,24,4,112
Sepsis,471,3,105,105,27,0,78
Sepsis,428,3,240,117,18,3,51
Sepsis,339,1,54,14,8,2,23
Pneumonia,313,2,92,14,10,0,20
Pneumonia,234,1,61,8,6,3,17
Pneumonia,367,3,129,129,3,12,84
Heart_Failure,268,2,136,66,8,2,58
Sepsis,308,1,32,31,9,0,5
Sepsis,273,3,189,135,12,3,48
Severe_Trauma,396,4,84,192,32,4,56
Sepsis,127,1,34,19,7,3,22
Stroke,350,2,46,26,6,0,36
Severe_Trauma,288,2,130,26,10,8,38
Stroke,485,1,71,15,9,0,14
Covid,343,4,180,96,28,8,96
Stroke,281,4,272,120,28,0,48
Heart_Failure,451,1,84,30,3,2,23
Heart_Failure,462,1,79,7,1,0,9
Sepsis,268,4,200,68,4,0,32
Covid,97,4,364,76,24,8,104
Pneumonia,396,3,285,93,3,6,39
Stroke,392,1,65,6,5,1,15
Severe_Trauma,133,4,200,140,12,4,68
Covid,469,3,132,126,6,0,87
Severe_Trauma,393,3,249,90,27,0,72
Covid,233,3,63,102,24,12,69
Pneumonia,257,2,106,94,14,4,36
Stroke,297,2,128,16,10,8,50
Heart_Failure,359,3,273,21,12,6,48
Stroke,63,3,216,30,27,12,66
Sepsis,52,1,80,40,6,2,7
Covid,331,1,73,15,6,0,26
Covid,255,3,141,81,9,9,54
Covid,164,4,336,136,4,4,104
Pneumonia,86,4,328,116,8,8,96
Pneumonia,359,4,180,168,20,8,60
Pneumonia,159,2,122,50,12,4,24
Covid,205,2,178,84,10,2,14
Heart_Failure,202,3,96,30,15,12,15
Stroke,77,4,380,140,12,12,108
Stroke,359,2,190,82,2,8,44
Severe_Trauma,439,3,201,54,9,6,78
Pneumonia,466,4,204,104,28,4,96
Stroke,191,3,165,135,15,3,63
Severe_Trauma,391,1,50,29,7,1,23
Sepsis,298,3,54,96,3,3,54
Covid,484,1,80,36,4,4,26
Stroke,60,1,46,45,6,3,21
Heart_Failure,262,2,74,36,16,2,14
Pneumonia,93,1,25,42,6,1,5
Severe_Trauma,110,4,240,44,4,12,96
Sepsis,396,2,148,96,10,8,34
Covid,465,2,40,90,12,4,30
Pneumonia,184,3,231,111,6,0,15
Heart_Failure,261,4,232,184,16,12,88
Covid,191,1,83,25,3,4,24
Severe_Trauma,392,2,162,58,8,0,52
Severe_Trauma,244,3,240,33,18,6,15
Heart_Failure,344,3,114,126,12,9,81
Severe_Trauma,250,1,76,40,1,1,28
Covid,103,4,336,196,16,16,36
Covid,451,2,78,42,10,2,42
Pneumonia,424,3,210,117,15,3,81
Sepsis,249,2,198,34,12,0,38
Stroke,320,2,174,14,6,8,50
Severe_Trauma,421,1,19,25,5,4,8
Sepsis,102,2,184,30,18,4,40
Covid,283,3,291,96,3,6,39
Sepsis,75,3,75,39,12,3,30
Pneumonia,447,1,66,35,9,2,6
Stroke,242,4,288,68,12,16,116
Sepsis,436,4,232,136,12,0,48
Heart_Failure,397,4,40,88,28,4,76
Severe_Trauma,286,4,200,124,24,12,52
Sepsis,102,4,156,148,12,12,76
Sepsis,474,3,189,102,6,3,42
Stroke,431,2,126,88,16,2,20
Heart_Failure,184,2,160,42,6,0,30
Pneumonia,284,1,72,18,5,1,17
Severe_Trauma,206,1,32,28,5,3,13
Stroke,349,1,38,19,2,4,21
Sepsis,202,2,48,50,16,8,36
Heart_Failure,143,3,288,27,15,12,42
Pneumonia,486,4,392,112,8,16,104
Stroke,243,4,236,88,8,0,96
Pneumonia,257,4,236,164,16,0,88
Stroke,363,2,28,70,10,0,22
Heart_Failure,208,2,74,92,8,8,34
Sepsis,67,1,46,42,6,2,29
Heart_Failure,88,1,75,22,2,1,15
Severe_Trauma,206,1,77,33,6,2,27
Covid,64,4,220,148,16,8,44
Covid,465,1,18,48,8,2,19
Covid,499,4,336,184,8,8,100
Pneumonia,325,2,126,10,12,6,58
Severe_Trauma,87,3,33,114,6,12,63
Heart_Failure,214,4,76,84,24,12,108
Heart_Failure,491,1,85,43,1,4,16
Stroke,408,4,264,36,20,16,104
Pneumonia,153,3,249,108,15,6,72
Heart_Failure,255,3,150,114,6,9,66
Covid,347,2,64,88,12,4,14
Pneumonia,258,4,284,76,16,0,80
Covid,279,4,192,96,32,16,48
Sepsis,56,2,142,74,18,0,40
Severe_Trauma,218,2,82,46,12,4,50
Heart_Failure,440,4,48,120,8,12,76
Pneumonia,227,3,135,42,3,9,84
Stroke,198,4,144,112,24,16,96
Covid,231,2,180,96,18,2,22
Stroke,427,1,88,40,8,4,15
Heart_Failure,331,1,12,12,9,0,15
Severe_Trauma,138,4,72,180,32,0,116
Covid,121,3,282,87,3,3,66
Stroke,210,2,80,84,2,6,56
Pneumonia,283,4,332,40,36,16,52
Severe_Trauma,74,4,336,132,8,8,52
Severe_Trauma,314,3,45,57,9,0,81
Stroke,167,2,116,76,18,2,16
Heart_Failure,262,3,165,108,9,0,33
Covid,294,1,46,35,6,0,21
Stroke,75,1,23,15,8,1,9
Sepsis,152,4,304,96,28,16,108
Severe_Trauma,329,4,164,24,28,16,108
Stroke,274,4,300,28,20,0,44
Covid,383,2,116,80,8,2,18
Heart_Failure,434,2,26,72,14,2,30
Pneumonia,304,4,396,116,24,16,32
Heart_Failure,104,1,62,40,9,2,18
Sepsis,368,4,180,64,32,0,80
Pneumonia,335,4,216,172,4,8,32
Pneumonia,158,3,276,102,27,9,63
Covid,447,2,88,96,16,4,44
Severe_Trauma,281,3,204,51,3,9,60
Covid,162,4,208,100,36,0,80
Pneumonia,290,4,280,20,8,8,56
Stroke,122,3,135,123,27,3,72
Heart_Failure,80,3,114,36,12,6,15
Covid,186,2,166,76,16,6,10
Covid,268,2,118,32,14,2,36
Pneumonia,167,2,36,26,16,8,18
Stroke,278,4,352,84,24,4,20
Stroke,278,3,162,45,15,12,45
Covid,133,2,120,40,14,8,30
Stroke,477,4,320,88,4,4,52
Severe_Trauma,123,4,208,168,4,0,84
Pneumonia,286,2,36,74,18,4,52
Sepsis,368,1,92,29,2,0,22
Severe_Trauma,118,1,98,24,4,2,19
Pneumonia,305,4,332,40,20,16,60
Severe_Trauma,260,1,58,9,9,4,9
Sepsis,379,2,126,64,4,2,20
Heart_Failure,291,1,57,42,1,2,22
Stroke,60,4,368,112,36,12,100
Sepsis,448,1,83,36,9,0,13
Covid,53,2,160,26,8,0,44
Heart_Failure,112,3,171,36,18,0,78
Stroke,294,1,16,23,4,3,6
Stroke,412,1,46,36,9,1,20
Heart_Failure,286,1,41,44,3,1,18
Sepsis,487,3,183,63,9,6,81
Pneumonia,174,4,120,32,36,0,72
Heart_Failure,165,1,39,7,1,4,17
Sepsis,221,4,40,28,16,0,24
Severe_Trauma,481,2,86,72,18,6,42
Covid,195,3,126,132,6,3,75
Heart_Failure,484,3,138,132,9,12,75
Pneumonia,149,3,165,87,9,9,60
Covid,385,2,134,80,6,4,20
Covid,422,1,16,9,2,4,8
Pneumonia,488,1,53,42,1,0,17
Sepsis,406,2,176,32,4,4,10
Pneumonia,430,2,196,20,14,6,12
Severe_Trauma,226,3,69,45,18,3,87
Severe_Trauma,302,4,276,60,16,4,104
Stroke,247,3,96,42,3,6,75
Pneumonia,161,3,279,63,21,0,87
Sepsis,62,3,63,45,12,3,75
Sepsis,379,2,96,34,18,0,18
Severe_Trauma,176,3,219,15,15,3,27
Covid,341,2,56,22,2,8,46
Severe_Trauma,143,4,212,104,16,8,112
Stroke,457,1,73,16,9,0,9
Covid,368,2,182,44,6,4,44
Pneumonia,226,3,261,132,6,12,72
Heart_Failure,295,2,138,82,12,4,20
Severe_Trauma,159,2,144,46,12,4,26
Stroke,58,3,165,54,9,12,36
Sepsis,182,4,208,116,16,4,64
Heart_Failure,339,4,200,92,32,4,28
Stroke,158,1,50,41,5,1,14
Sepsis,321,4,240,184,36,12,24
Covid,297,3,141,66,21,12,63
Covid,356,2,22,84,8,8,38
Covid,453,1,10,17,9,3,13
Severe_Trauma,402,2,116,12,16,0,26
Severe_Trauma,109,1,93,15,8,3,5
Severe_Trauma,414,4,124,196,8,8,116
Stroke,91,3,243,66,24,6,18
Pneumonia,74,4,340,108,12,12,92
Severe_Trauma,407,2,152,12,12,6,10
Severe_Trauma,452,3,213,39,9,12,72
Heart_Failure,133,4,364,120,16,16,96
Pneumonia,452,2,104,78,12,2,20
Severe_Trauma,300,3,165,66,15,6,63
Covid,125,1,48,24,1,4,19
Severe_Trauma,306,4,184,148,36,8,96
Covid,496,1,77,27,1,2,29
Pneumonia,105,2,160,88,14,4,14
Severe_Trauma,284,3,165,69,6,3,60
Sepsis,437,2,44,84,4,0,16
Pneumonia,298,2,184,10,8,8,14
Covid,496,4,356,52,24,4,40
Severe_Trauma,57,2,96,18,18,0,16
Stroke,135,1,37,11,8,3,16
Heart_Failure,347,3,153,51,27,0,42
Covid,447,3,159,42,6,0,24
Sepsis,483,4,380,192,16,4,76
Pneumonia,132,4,284,120,20,12,64
Pneumonia,497,3,273,117,27,3,21
Severe_Trauma,307,2,136,36,18,8,50
Severe_Trauma,277,1,61,44,5,0,23
Stroke,320,3,72,45,9,12,42
Severe_Trauma,265,3,180,54,9,0,18
Pneumonia,368,1,82,17,4,3,16
Sepsis,281,1,59,27,8,3,13
Stroke,354,4,380,196,4,8,108
Pneumonia,426,4,364,176,36,8,44
Covid,269,4,104,128,12,16,80
Heart_Failure,231,1,41,34,8,0,7
Covid,58,4,364,60,12,16,104
Heart_Failure,449,2,32,10,4,4,50
Sepsis,120,3,222,126,18,0,60
Stroke,311,3,231,144,24,3,78
Covid,150,1,27,25,7,0,26
Severe_Trauma,396,4,200,96,32,4,100
Pneumonia,321,3,255,63,27,6,60
Heart_Failure,294,2,56,30,10,6,58
